Site,Species,Season,Week_1,Week_2,Week_3,Week_4,Week_5
CG-030,mule_deer,17_2,1,0,1,1,1
CG-030,rabbit_sp,17_2,0,0,0,0,0
CG-030,raccoon,17_2,0,0,0,0,0
CG-030,striped_skunk,17_2,0,0,0,0,0
CG-030,virginia_opossum,17_2,0,0,0,0,0
CG-031,bobcat,17_2,0,0,0,1,0
CG-031,CA_ground_squirrel,17_2,0,0,0,0,0
CG-031,coyote,17_2,0,0,0,0,0
CG-031,gray_fox,17_2,0,0,0,0,0
CG-031,mountain_lion,17_2,0,1,0,0,0
CG-031,mule_deer,17_2,1,0,0,0,0
CG-031,rabbit_sp,17_2,0,0,0,0,0
CG-031,raccoon,17_2,0,0,0,0,0
CG-031,striped_skunk,17_2,1,0,0,0,0
CG-031,virginia_opossum,17_2,0,0,0,0,0
CG-033,bobcat,17_2,0,0,0,0,0
CG-033,CA_ground_squirrel,17_2,0,0,0,0,0
CG-033,coyote,17_2,0,0,0,0,0
CG-033,gray_fox,17_2,0,0,0,0,0
CG-033,mountain_lion,17_2,0,0,0,1,0
CG-033,mule_deer,17_2,1,1,1,1,0
CG-033,rabbit_sp,17_2,0,0,0,0,0
CG-033,raccoon,17_2,0,0,0,0,0
CG-033,striped_skunk,17_2,0,0,0,0,0
CG-033,virginia_opossum,17_2,0,1,0,0,0
CG-042,bobcat,17_2,1,1,0,0,1
CG-042,CA_ground_squirrel,17_2,0,0,0,0,0
CG-042,coyote,17_2,1,0,0,0,0
CG-042,gray_fox,17_2,1,1,1,1,1
CG-042,mountain_lion,17_2,0,0,1,0,0
CG-042,mule_deer,17_2,0,0,0,0,0
CG-042,rabbit_sp,17_2,0,0,0,0,0
CG-042,raccoon,17_2,0,0,0,0,0
CG-042,striped_skunk,17_2,0,0,1,1,1
CG-042,virginia_opossum,17_2,0,0,0,0,0
CG-044,bobcat,17_2,NA,NA,NA,NA,NA
CG-044,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
CG-044,coyote,17_2,NA,NA,NA,NA,NA
CG-044,gray_fox,17_2,NA,NA,NA,NA,NA
CG-044,mountain_lion,17_2,NA,NA,NA,NA,NA
CG-044,mule_deer,17_2,NA,NA,NA,NA,NA
CG-044,rabbit_sp,17_2,NA,NA,NA,NA,NA
CG-044,raccoon,17_2,NA,NA,NA,NA,NA
CG-044,striped_skunk,17_2,NA,NA,NA,NA,NA
CG-044,virginia_opossum,17_2,NA,NA,NA,NA,NA
CG-045,bobcat,17_2,1,0,0,0,0
CG-045,CA_ground_squirrel,17_2,0,0,0,0,0
CG-045,coyote,17_2,0,0,0,0,0
CG-045,gray_fox,17_2,0,0,0,0,0
CG-045,mountain_lion,17_2,0,1,0,0,0
CG-045,mule_deer,17_2,0,0,0,0,0
CG-045,rabbit_sp,17_2,0,0,0,0,0
CG-045,raccoon,17_2,0,0,0,0,0
CG-045,striped_skunk,17_2,0,0,0,0,0
CG-045,virginia_opossum,17_2,0,0,0,0,0
CG-047,bobcat,17_2,0,0,0,1,1
CG-047,CA_ground_squirrel,17_2,0,0,0,0,0
CG-047,coyote,17_2,0,0,0,0,0
CG-047,gray_fox,17_2,0,0,1,1,1
CG-047,mountain_lion,17_2,1,0,0,1,0
CG-047,mule_deer,17_2,0,1,1,0,0
CG-047,rabbit_sp,17_2,0,0,0,0,0
CG-047,raccoon,17_2,0,0,0,0,0
CG-047,striped_skunk,17_2,0,0,0,0,1
CG-047,virginia_opossum,17_2,0,0,0,1,0
CG-048,bobcat,17_2,0,0,0,0,0
CG-048,CA_ground_squirrel,17_2,0,0,0,0,0
CG-048,coyote,17_2,0,0,0,0,0
CG-048,gray_fox,17_2,0,0,0,0,0
CG-048,mountain_lion,17_2,0,0,0,0,0
CG-048,mule_deer,17_2,1,1,1,1,1
CG-048,rabbit_sp,17_2,0,0,0,0,0
CG-048,raccoon,17_2,0,0,0,0,0
CG-048,striped_skunk,17_2,0,1,0,0,1
CG-048,virginia_opossum,17_2,0,0,1,0,0
CG-056,bobcat,17_2,0,0,0,0,0
CG-056,CA_ground_squirrel,17_2,0,0,0,0,0
CG-056,coyote,17_2,0,0,0,0,0
CG-056,gray_fox,17_2,0,0,0,0,0
CG-056,mountain_lion,17_2,0,0,0,0,0
CG-056,mule_deer,17_2,0,0,0,0,0
CG-056,rabbit_sp,17_2,0,0,0,0,0
CG-056,raccoon,17_2,0,0,0,0,0
CG-056,striped_skunk,17_2,0,0,0,0,0
CG-056,virginia_opossum,17_2,0,0,0,0,1
CG-057,bobcat,17_2,0,0,0,0,0
CG-057,CA_ground_squirrel,17_2,0,0,0,0,0
CG-057,coyote,17_2,0,0,0,0,0
CG-057,gray_fox,17_2,1,0,1,1,1
CG-057,mountain_lion,17_2,0,1,1,0,1
CG-057,mule_deer,17_2,0,0,1,0,0
CG-057,rabbit_sp,17_2,0,0,0,0,0
CG-057,raccoon,17_2,0,0,0,0,0
CG-057,striped_skunk,17_2,0,0,0,0,0
CG-057,virginia_opossum,17_2,0,0,0,0,0
CG-058,bobcat,17_2,0,0,0,0,0
CG-058,CA_ground_squirrel,17_2,0,0,0,0,0
CG-058,coyote,17_2,0,0,0,0,0
CG-058,gray_fox,17_2,1,0,1,1,1
CG-058,mountain_lion,17_2,0,0,0,0,0
CG-058,mule_deer,17_2,0,0,0,0,0
CG-058,rabbit_sp,17_2,0,0,0,0,0
CG-058,raccoon,17_2,0,0,0,0,0
CG-058,striped_skunk,17_2,0,0,1,1,0
CG-058,virginia_opossum,17_2,0,0,0,0,0
CG-059,bobcat,17_2,0,0,0,0,0
CG-059,CA_ground_squirrel,17_2,0,0,0,0,0
CG-059,coyote,17_2,0,0,0,0,0
CG-059,gray_fox,17_2,0,0,0,0,0
CG-059,mountain_lion,17_2,0,0,0,0,0
CG-059,mule_deer,17_2,0,0,0,0,0
CG-059,rabbit_sp,17_2,0,0,0,0,0
CG-059,raccoon,17_2,0,0,0,0,0
CG-059,striped_skunk,17_2,0,0,0,0,0
CG-059,virginia_opossum,17_2,0,0,0,0,0
CG-069,bobcat,17_2,0,0,0,0,0
CG-069,CA_ground_squirrel,17_2,0,0,0,0,0
CG-069,coyote,17_2,0,0,0,0,0
CG-069,gray_fox,17_2,1,0,1,1,0
CG-069,mountain_lion,17_2,0,1,1,0,0
CG-069,mule_deer,17_2,0,0,0,1,0
CG-069,rabbit_sp,17_2,0,0,0,0,0
CG-069,raccoon,17_2,0,0,0,0,0
CG-069,striped_skunk,17_2,0,0,0,0,0
CG-069,virginia_opossum,17_2,0,1,1,0,0
CG-070,bobcat,17_2,0,0,0,0,1
CG-070,CA_ground_squirrel,17_2,0,0,0,0,0
CG-070,coyote,17_2,0,0,0,0,0
CG-070,gray_fox,17_2,1,1,1,1,1
CG-070,mountain_lion,17_2,0,0,0,0,0
CG-070,mule_deer,17_2,0,0,0,0,0
CG-070,rabbit_sp,17_2,0,0,0,0,0
CG-070,raccoon,17_2,0,0,0,0,0
CG-070,striped_skunk,17_2,0,1,0,0,0
CG-070,virginia_opossum,17_2,0,0,1,0,0
CG-071,bobcat,17_2,1,1,1,1,0
CG-071,CA_ground_squirrel,17_2,0,0,0,0,0
CG-071,coyote,17_2,0,0,0,0,0
CG-071,gray_fox,17_2,1,1,1,1,1
CG-071,mountain_lion,17_2,0,0,0,1,0
CG-071,mule_deer,17_2,0,0,0,0,0
CG-071,rabbit_sp,17_2,0,0,0,0,0
CG-071,raccoon,17_2,0,0,0,0,0
CG-071,striped_skunk,17_2,0,0,0,0,0
CG-071,virginia_opossum,17_2,1,0,0,0,0
CG-073,bobcat,17_2,0,0,0,0,0
CG-073,CA_ground_squirrel,17_2,0,0,0,0,0
CG-073,coyote,17_2,0,0,0,0,0
CG-073,gray_fox,17_2,0,0,0,0,0
CG-073,mountain_lion,17_2,0,0,0,0,0
CG-073,mule_deer,17_2,1,0,1,1,0
CG-073,rabbit_sp,17_2,0,0,0,0,0
CG-073,raccoon,17_2,0,0,0,0,0
CG-073,striped_skunk,17_2,0,0,0,0,0
CG-073,virginia_opossum,17_2,0,0,0,0,0
CG-074,bobcat,17_2,0,0,0,0,0
CG-074,CA_ground_squirrel,17_2,0,0,0,0,0
CG-074,coyote,17_2,0,0,0,0,0
CG-074,gray_fox,17_2,0,0,0,0,0
CG-074,mountain_lion,17_2,0,0,0,0,0
CG-074,mule_deer,17_2,1,1,1,1,0
CG-074,rabbit_sp,17_2,0,0,0,0,0
CG-074,raccoon,17_2,0,0,0,0,0
CG-074,striped_skunk,17_2,0,0,0,0,0
CG-074,virginia_opossum,17_2,0,0,0,0,0
CG-075,bobcat,17_2,0,0,0,1,0
CG-075,CA_ground_squirrel,17_2,0,0,0,0,0
CG-075,coyote,17_2,0,0,0,0,0
CG-075,gray_fox,17_2,0,0,0,0,0
CG-075,mountain_lion,17_2,0,1,0,1,0
CG-075,mule_deer,17_2,1,1,0,1,1
CG-075,rabbit_sp,17_2,0,0,0,0,0
CG-075,raccoon,17_2,0,0,0,0,0
CG-075,striped_skunk,17_2,0,0,0,1,0
CG-075,virginia_opossum,17_2,0,0,0,0,0
CG-084,bobcat,17_2,NA,NA,NA,NA,NA
CG-084,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
CG-084,coyote,17_2,NA,NA,NA,NA,NA
CG-084,gray_fox,17_2,NA,NA,NA,NA,NA
CG-084,mountain_lion,17_2,NA,NA,NA,NA,NA
CG-084,mule_deer,17_2,NA,NA,NA,NA,NA
CG-084,rabbit_sp,17_2,NA,NA,NA,NA,NA
CG-084,raccoon,17_2,NA,NA,NA,NA,NA
CG-084,striped_skunk,17_2,NA,NA,NA,NA,NA
CG-084,virginia_opossum,17_2,NA,NA,NA,NA,NA
CG-085,bobcat,17_2,0,0,0,1,0
CG-085,CA_ground_squirrel,17_2,0,0,0,0,0
CG-085,coyote,17_2,0,0,0,0,0
CG-085,gray_fox,17_2,1,0,0,0,1
CG-085,mountain_lion,17_2,0,0,0,0,0
CG-085,mule_deer,17_2,1,1,0,0,0
CG-085,rabbit_sp,17_2,0,0,0,0,0
CG-085,raccoon,17_2,0,0,0,0,0
CG-085,striped_skunk,17_2,0,0,0,0,0
CG-085,virginia_opossum,17_2,0,0,0,0,0
CG-088,bobcat,17_2,0,0,0,0,0
CG-088,CA_ground_squirrel,17_2,0,0,0,0,0
CG-088,coyote,17_2,0,0,0,0,0
CG-088,gray_fox,17_2,0,0,1,0,0
CG-088,mountain_lion,17_2,0,0,0,0,0
CG-088,mule_deer,17_2,1,1,0,1,0
CG-088,rabbit_sp,17_2,0,0,0,0,0
CG-088,raccoon,17_2,0,0,0,0,0
CG-088,striped_skunk,17_2,0,0,0,0,0
CG-088,virginia_opossum,17_2,0,0,1,0,0
CG-089,bobcat,17_2,1,1,1,0,0
CG-089,CA_ground_squirrel,17_2,0,0,0,0,0
CG-089,coyote,17_2,0,0,0,0,0
CG-089,gray_fox,17_2,1,1,1,1,1
CG-089,mountain_lion,17_2,1,0,0,0,0
CG-089,mule_deer,17_2,1,0,1,1,0
CG-089,rabbit_sp,17_2,0,0,0,0,0
CG-089,raccoon,17_2,1,0,0,0,0
CG-089,striped_skunk,17_2,0,0,0,0,0
CG-089,virginia_opossum,17_2,0,0,0,1,0
CG-090,bobcat,17_2,1,1,0,0,0
CG-090,CA_ground_squirrel,17_2,0,0,0,0,0
CG-090,coyote,17_2,0,0,0,0,0
CG-090,gray_fox,17_2,0,0,0,0,0
CG-090,mountain_lion,17_2,0,0,0,0,0
CG-090,mule_deer,17_2,0,0,0,1,1
CG-090,rabbit_sp,17_2,0,0,0,0,0
CG-090,raccoon,17_2,0,0,0,0,0
CG-090,striped_skunk,17_2,0,0,0,0,0
CG-090,virginia_opossum,17_2,1,1,1,1,1
CG-092,bobcat,17_2,NA,NA,NA,NA,NA
CG-092,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
CG-092,coyote,17_2,NA,NA,NA,NA,NA
CG-092,gray_fox,17_2,NA,NA,NA,NA,NA
CG-092,mountain_lion,17_2,NA,NA,NA,NA,NA
CG-092,mule_deer,17_2,NA,NA,NA,NA,NA
CG-092,rabbit_sp,17_2,NA,NA,NA,NA,NA
CG-092,raccoon,17_2,NA,NA,NA,NA,NA
CG-092,striped_skunk,17_2,NA,NA,NA,NA,NA
CG-092,virginia_opossum,17_2,NA,NA,NA,NA,NA
CG-096,bobcat,17_2,0,0,0,1,0
CG-096,CA_ground_squirrel,17_2,0,0,0,0,0
CG-096,coyote,17_2,0,0,0,0,0
CG-096,gray_fox,17_2,0,0,0,0,0
CG-096,mountain_lion,17_2,0,0,0,0,0
CG-096,mule_deer,17_2,1,0,1,1,1
CG-096,rabbit_sp,17_2,0,0,0,0,0
CG-096,raccoon,17_2,0,1,0,0,0
CG-096,striped_skunk,17_2,0,0,0,0,0
CG-096,virginia_opossum,17_2,0,0,0,0,0
CG-097,bobcat,17_2,0,0,0,0,0
CG-097,CA_ground_squirrel,17_2,0,0,0,0,0
CG-097,coyote,17_2,0,0,0,0,0
CG-097,gray_fox,17_2,1,0,1,1,1
CG-097,mountain_lion,17_2,0,0,0,0,0
CG-097,mule_deer,17_2,1,1,1,1,1
CG-097,rabbit_sp,17_2,0,0,0,0,0
CG-097,raccoon,17_2,0,0,0,0,0
CG-097,striped_skunk,17_2,0,0,0,0,1
CG-097,virginia_opossum,17_2,0,0,0,0,0
CG-098,bobcat,17_2,NA,NA,NA,NA,NA
CG-098,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
CG-098,coyote,17_2,NA,NA,NA,NA,NA
CG-098,gray_fox,17_2,NA,NA,NA,NA,NA
CG-098,mountain_lion,17_2,NA,NA,NA,NA,NA
CG-098,mule_deer,17_2,NA,NA,NA,NA,NA
CG-098,rabbit_sp,17_2,NA,NA,NA,NA,NA
CG-098,raccoon,17_2,NA,NA,NA,NA,NA
CG-098,striped_skunk,17_2,NA,NA,NA,NA,NA
CG-098,virginia_opossum,17_2,NA,NA,NA,NA,NA
CG-102,bobcat,17_2,1,0,0,0,0
CG-102,CA_ground_squirrel,17_2,0,0,0,0,0
CG-102,coyote,17_2,0,0,0,0,0
CG-102,gray_fox,17_2,0,0,0,0,0
CG-102,mountain_lion,17_2,0,0,0,0,0
CG-102,mule_deer,17_2,1,0,0,1,0
CG-102,rabbit_sp,17_2,0,0,0,1,1
CG-102,raccoon,17_2,0,0,0,0,0
CG-102,striped_skunk,17_2,0,0,0,0,0
CG-102,virginia_opossum,17_2,0,0,0,0,0
CG-103,bobcat,17_2,0,0,0,0,0
CG-103,CA_ground_squirrel,17_2,0,0,0,0,0
CG-103,coyote,17_2,0,0,0,0,0
CG-103,gray_fox,17_2,0,0,0,0,0
CG-103,mountain_lion,17_2,0,0,0,0,0
CG-103,mule_deer,17_2,0,1,1,0,0
CG-103,rabbit_sp,17_2,0,0,0,0,0
CG-103,raccoon,17_2,0,0,0,0,0
CG-103,striped_skunk,17_2,0,0,0,0,0
CG-103,virginia_opossum,17_2,0,0,0,0,0
CO-TR,bobcat,17_2,0,0,0,0,0
CO-TR,CA_ground_squirrel,17_2,0,0,0,0,0
CO-TR,coyote,17_2,1,1,1,1,1
CO-TR,gray_fox,17_2,0,0,0,0,0
CO-TR,mountain_lion,17_2,0,0,0,0,0
CO-TR,mule_deer,17_2,0,0,0,1,0
CO-TR,rabbit_sp,17_2,0,0,0,0,0
CO-TR,raccoon,17_2,0,0,0,0,0
CO-TR,striped_skunk,17_2,0,0,0,0,0
CO-TR,virginia_opossum,17_2,0,0,0,0,0
DO-CA3,bobcat,17_2,0,0,0,1,0
DO-CA3,CA_ground_squirrel,17_2,0,0,0,0,0
DO-CA3,coyote,17_2,0,0,0,0,0
DO-CA3,gray_fox,17_2,0,0,0,0,0
DO-CA3,mountain_lion,17_2,0,0,1,0,1
DO-CA3,mule_deer,17_2,0,0,0,0,0
DO-CA3,rabbit_sp,17_2,0,0,0,0,0
DO-CA3,raccoon,17_2,0,0,0,0,0
DO-CA3,striped_skunk,17_2,0,0,0,0,0
DO-CA3,virginia_opossum,17_2,0,0,0,0,0
DR-SP2,bobcat,17_2,0,0,0,0,0
DR-SP2,CA_ground_squirrel,17_2,0,0,0,0,0
DR-SP2,coyote,17_2,0,0,0,0,0
DR-SP2,gray_fox,17_2,0,0,0,0,0
DR-SP2,mountain_lion,17_2,0,0,0,0,1
DR-SP2,mule_deer,17_2,0,0,0,0,0
DR-SP2,rabbit_sp,17_2,0,0,0,0,0
DR-SP2,raccoon,17_2,0,0,0,0,0
DR-SP2,striped_skunk,17_2,0,0,0,0,0
DR-SP2,virginia_opossum,17_2,0,0,0,0,0
EA-MW2,bobcat,17_2,0,0,0,1,0
EA-MW2,CA_ground_squirrel,17_2,0,0,0,0,0
EA-MW2,coyote,17_2,0,0,0,0,0
EA-MW2,gray_fox,17_2,1,0,0,0,0
EA-MW2,mountain_lion,17_2,0,0,0,0,0
EA-MW2,mule_deer,17_2,0,0,0,0,1
EA-MW2,rabbit_sp,17_2,0,0,0,0,0
EA-MW2,raccoon,17_2,0,0,0,0,0
EA-MW2,striped_skunk,17_2,0,0,0,0,0
EA-MW2,virginia_opossum,17_2,0,0,0,0,0
FR-RO,bobcat,17_2,0,0,0,0,0
FR-RO,CA_ground_squirrel,17_2,0,0,0,0,0
FR-RO,coyote,17_2,0,0,0,0,1
FR-RO,gray_fox,17_2,0,0,0,0,0
FR-RO,mountain_lion,17_2,0,0,0,0,0
FR-RO,mule_deer,17_2,0,1,1,1,1
FR-RO,rabbit_sp,17_2,0,0,0,0,0
FR-RO,raccoon,17_2,0,0,0,0,0
FR-RO,striped_skunk,17_2,0,0,0,0,0
FR-RO,virginia_opossum,17_2,0,0,0,0,0
GY-FO,bobcat,17_2,0,0,0,0,0
GY-FO,CA_ground_squirrel,17_2,0,0,0,0,0
GY-FO,coyote,17_2,0,1,1,0,0
GY-FO,gray_fox,17_2,0,0,0,0,0
GY-FO,mountain_lion,17_2,0,0,0,0,0
GY-FO,mule_deer,17_2,1,1,0,1,0
GY-FO,rabbit_sp,17_2,0,0,0,0,0
GY-FO,raccoon,17_2,0,0,0,0,0
GY-FO,striped_skunk,17_2,0,0,0,0,0
GY-FO,virginia_opossum,17_2,0,0,0,0,0
IR-ME1,bobcat,17_2,0,0,0,0,0
IR-ME1,CA_ground_squirrel,17_2,0,0,0,0,0
IR-ME1,coyote,17_2,0,1,0,0,0
IR-ME1,gray_fox,17_2,0,0,0,0,0
IR-ME1,mountain_lion,17_2,0,0,0,0,0
IR-ME1,mule_deer,17_2,0,0,0,0,0
IR-ME1,rabbit_sp,17_2,0,0,0,0,0
IR-ME1,raccoon,17_2,0,0,0,0,0
IR-ME1,striped_skunk,17_2,0,0,0,0,0
IR-ME1,virginia_opossum,17_2,0,0,0,0,0
IRC01,bobcat,17_2,NA,NA,NA,NA,NA
IRC01,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC01,coyote,17_2,NA,NA,NA,NA,NA
IRC01,gray_fox,17_2,NA,NA,NA,NA,NA
IRC01,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC01,mule_deer,17_2,NA,NA,NA,NA,NA
IRC01,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC01,raccoon,17_2,NA,NA,NA,NA,NA
IRC01,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC01,virginia_opossum,17_2,NA,NA,NA,NA,NA
IRC02,bobcat,17_2,NA,NA,NA,NA,NA
IRC02,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC02,coyote,17_2,NA,NA,NA,NA,NA
IRC02,gray_fox,17_2,NA,NA,NA,NA,NA
IRC02,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC02,mule_deer,17_2,NA,NA,NA,NA,NA
IRC02,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC02,raccoon,17_2,NA,NA,NA,NA,NA
IRC02,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC02,virginia_opossum,17_2,NA,NA,NA,NA,NA
IRC03,bobcat,17_2,NA,NA,NA,NA,NA
IRC03,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC03,coyote,17_2,NA,NA,NA,NA,NA
IRC03,gray_fox,17_2,NA,NA,NA,NA,NA
IRC03,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC03,mule_deer,17_2,NA,NA,NA,NA,NA
IRC03,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC03,raccoon,17_2,NA,NA,NA,NA,NA
IRC03,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC03,virginia_opossum,17_2,NA,NA,NA,NA,NA
IRC04,bobcat,17_2,NA,NA,NA,NA,NA
IRC04,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC04,coyote,17_2,NA,NA,NA,NA,NA
IRC04,gray_fox,17_2,NA,NA,NA,NA,NA
IRC04,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC04,mule_deer,17_2,NA,NA,NA,NA,NA
IRC04,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC04,raccoon,17_2,NA,NA,NA,NA,NA
IRC04,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC04,virginia_opossum,17_2,NA,NA,NA,NA,NA
IRC05,bobcat,17_2,NA,NA,NA,NA,NA
IRC05,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC05,coyote,17_2,NA,NA,NA,NA,NA
IRC05,gray_fox,17_2,NA,NA,NA,NA,NA
IRC05,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC05,mule_deer,17_2,NA,NA,NA,NA,NA
IRC05,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC05,raccoon,17_2,NA,NA,NA,NA,NA
IRC05,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC05,virginia_opossum,17_2,NA,NA,NA,NA,NA
IRC06,bobcat,17_2,NA,NA,NA,NA,NA
IRC06,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC06,coyote,17_2,NA,NA,NA,NA,NA
IRC06,gray_fox,17_2,NA,NA,NA,NA,NA
IRC06,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC06,mule_deer,17_2,NA,NA,NA,NA,NA
IRC06,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC06,raccoon,17_2,NA,NA,NA,NA,NA
IRC06,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC06,virginia_opossum,17_2,NA,NA,NA,NA,NA
IRC07,bobcat,17_2,NA,NA,NA,NA,NA
IRC07,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC07,coyote,17_2,NA,NA,NA,NA,NA
IRC07,gray_fox,17_2,NA,NA,NA,NA,NA
IRC07,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC07,mule_deer,17_2,NA,NA,NA,NA,NA
IRC07,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC07,raccoon,17_2,NA,NA,NA,NA,NA
IRC07,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC07,virginia_opossum,17_2,NA,NA,NA,NA,NA
IRC09,bobcat,17_2,NA,NA,NA,NA,NA
IRC09,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC09,coyote,17_2,NA,NA,NA,NA,NA
IRC09,gray_fox,17_2,NA,NA,NA,NA,NA
IRC09,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC09,mule_deer,17_2,NA,NA,NA,NA,NA
IRC09,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC09,raccoon,17_2,NA,NA,NA,NA,NA
IRC09,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC09,virginia_opossum,17_2,NA,NA,NA,NA,NA
IRC10,bobcat,17_2,NA,NA,NA,NA,NA
IRC10,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC10,coyote,17_2,NA,NA,NA,NA,NA
IRC10,gray_fox,17_2,NA,NA,NA,NA,NA
IRC10,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC10,mule_deer,17_2,NA,NA,NA,NA,NA
IRC10,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC10,raccoon,17_2,NA,NA,NA,NA,NA
IRC10,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC10,virginia_opossum,17_2,NA,NA,NA,NA,NA
IRC12,bobcat,17_2,NA,NA,NA,NA,NA
IRC12,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC12,coyote,17_2,NA,NA,NA,NA,NA
IRC12,gray_fox,17_2,NA,NA,NA,NA,NA
IRC12,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC12,mule_deer,17_2,NA,NA,NA,NA,NA
IRC12,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC12,raccoon,17_2,NA,NA,NA,NA,NA
IRC12,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC12,virginia_opossum,17_2,NA,NA,NA,NA,NA
IRC13,bobcat,17_2,NA,NA,NA,NA,NA
IRC13,CA_ground_squirrel,17_2,NA,NA,NA,NA,NA
IRC13,coyote,17_2,NA,NA,NA,NA,NA
IRC13,gray_fox,17_2,NA,NA,NA,NA,NA
IRC13,mountain_lion,17_2,NA,NA,NA,NA,NA
IRC13,mule_deer,17_2,NA,NA,NA,NA,NA
IRC13,rabbit_sp,17_2,NA,NA,NA,NA,NA
IRC13,raccoon,17_2,NA,NA,NA,NA,NA
IRC13,striped_skunk,17_2,NA,NA,NA,NA,NA
IRC13,virginia_opossum,17_2,NA,NA,NA,NA,NA
LI-ME2,bobcat,17_2,0,0,0,0,0
LI-ME2,CA_ground_squirrel,17_2,0,0,0,0,0
LI-ME2,coyote,17_2,1,1,1,1,1
LI-ME2,gray_fox,17_2,0,0,0,0,0
LI-ME2,mountain_lion,17_2,0,0,0,0,1
LI-ME2,mule_deer,17_2,0,0,0,0,0
LI-ME2,rabbit_sp,17_2,0,0,0,0,0
LI-ME2,raccoon,17_2,0,0,0,0,0
LI-ME2,striped_skunk,17_2,0,0,0,0,0
LI-ME2,virginia_opossum,17_2,0,0,0,0,0
LO-WE2,bobcat,17_2,1,1,0,0,1
LO-WE2,CA_ground_squirrel,17_2,0,0,0,0,0
LO-WE2,coyote,17_2,1,1,1,1,1
LO-WE2,gray_fox,17_2,0,1,0,1,0
LO-WE2,mountain_lion,17_2,0,1,1,1,1
LO-WE2,mule_deer,17_2,0,1,0,1,1
LO-WE2,rabbit_sp,17_2,0,0,0,0,0
LO-WE2,raccoon,17_2,0,0,0,0,0
LO-WE2,striped_skunk,17_2,0,0,0,0,0
LO-WE2,virginia_opossum,17_2,0,0,0,0,0
MO-FR1,bobcat,17_2,0,0,0,0,1
MO-FR1,CA_ground_squirrel,17_2,0,0,0,0,0
MO-FR1,coyote,17_2,0,0,0,0,0
MO-FR1,gray_fox,17_2,0,0,0,0,0
MO-FR1,mountain_lion,17_2,0,0,0,0,0
MO-FR1,mule_deer,17_2,0,0,1,0,0
MO-FR1,rabbit_sp,17_2,0,0,0,0,0
MO-FR1,raccoon,17_2,0,0,0,0,0
MO-FR1,striped_skunk,17_2,0,0,0,0,0
MO-FR1,virginia_opossum,17_2,0,0,0,0,0
OR-LO,bobcat,17_2,0,0,0,0,0
OR-LO,CA_ground_squirrel,17_2,0,0,0,0,0
OR-LO,coyote,17_2,1,1,1,1,1
OR-LO,gray_fox,17_2,0,0,0,0,0
OR-LO,mountain_lion,17_2,0,0,0,0,0
OR-LO,mule_deer,17_2,1,0,1,0,1
OR-LO,rabbit_sp,17_2,0,0,0,0,0
OR-LO,raccoon,17_2,0,0,0,0,0
OR-LO,striped_skunk,17_2,0,0,0,0,0
OR-LO,virginia_opossum,17_2,0,0,0,0,0
OV-TR,bobcat,17_2,0,0,0,0,0
OV-TR,CA_ground_squirrel,17_2,0,0,0,0,0
